Year,County/State,ACTUAL_COUNT,Latitude,Longitude
2015,"WILLACY, Texas",9,26.4948223,-97.6982272
2016,"ALACHUA, Florida",1,29.7938144,-82.4944226
2016,"ALLEN, Ohio",1,40.769946,-84.1435136
2016,"ANNE ARUNDEL, Maryland",2,38.9530109,-76.5488232
2016,"ARAPAHOE, Colorado",3,39.62031,-104.332644
2016,"BELTRAMI, Minnesota",1,47.5424684,-96.530344
2016,"BEXAR, Texas",1,29.4200763,-98.5721016
2016,"BOSQUE, Texas",1,31.8507607,-97.6982272
2016,"CARBON, Wyoming",2,41.6032207,-106.912251
2016,"CHAMPAIGN, Illinois",1,40.1164204,-88.2433829
2016,"CHEROKEE, Oklahoma",1,36.7544746,-98.3567403
2016,"CLACKAMAS, Oregon",1,45.4076205,-122.5703692
2016,"COLLIER, Florida",4,26.069985,-81.4278984
2016,"COOKE, Texas",1,33.6672185,-97.3516558
2016,"EATON, Michigan",1,42.5886496,-84.7733325
2016,"ESCAMBIA, Florida",2,30.6389408,-87.3413599
2016,"FORT BEND, Texas",2,29.5692614,-95.8142885
2016,"GREENVILLE, South Carolina",13,34.8526176,-82.3940104
2016,"GREGG, Texas",1,32.4892547,-94.8520636
2016,"HARRIS, Texas",23,29.7751825,-95.3102505
2016,"HENRICO, Virginia",7,37.5059332,-77.3324425
2016,"HIDALGO, Texas",1,26.1003547,-98.2630684
2016,"HILLSBOROUGH, Florida",2,27.9903597,-82.3017728
2016,"HOWARD, Maryland",6,39.2873463,-76.964306
2016,"HUTCHINSON, Texas",3,35.8031909,-101.4339148
2016,"JEFFERSON, Louisiana",114,29.9660371,-90.1531298
2016,"JIM WELLS, Texas",1,27.7841718,-98.0465185
2016,"JOHNSON, Tennessee",1,36.3134397,-82.3534727
2016,"KENT, Delaware",2,39.1440612,-75.4344727
2016,"KITSAP, Washington",1,47.6476607,-122.6412583
2016,"KLEBERG, Texas",8,27.4308339,-97.6982272
2016,"LEE, Florida",4,30.4196584,-83.3004216
2016,"MCKENZIE, North Dakota",1,47.7714179,-103.4122495
2016,"MIAMI-DADE, Florida",42,25.5516034,-80.6326916
2016,"MONTGOMERY, Maryland",1,39.1547426,-77.2405153
2016,"NOLAN, Texas",1,32.2735525,-100.2442826
2016,"ORANGE, Florida",3,29.1383165,-80.9956105
2016,"OSCEOLA, Florida",1,28.1019838,-81.0754657
2016,"OTTER TAIL, Minnesota",1,46.5189435,-95.8935983
2016,"PALM BEACH, Florida",9,26.7056206,-80.0364297
2016,"RANDOLPH, Illinois",2,38.0629321,-89.7755338
2016,"ROOSEVELT, Montana",1,48.2850231,-105.1099231
2016,"SEMINOLE, Florida",3,27.8397466,-82.7912134
2016,"ST LOUIS, Minnesota",1,47.7395106,-92.3623921
2016,"ST LOUIS, Missouri",11,38.6270025,-90.1994042
2016,"SUSSEX, Delaware",10,38.6530841,-75.4344727
2016,"TANGIPAHOA, Louisiana",1,30.8760151,-90.5120391
2016,"VOLUSIA, Florida",2,29.0279842,-81.0754657
2016,"WHITE, Arkansas",2,35.2900612,-91.7538817
2016,"WILLACY, Texas",20,26.4948223,-97.6982272
2016,"WINNEBAGO, Illinois",1,42.2661311,-89.2412202
2017,"ARAPAHOE, Colorado",2,39.62031,-104.332644
2017,"AUSTIN, Texas",1,30.267153,-97.7430608
2017,"BEXAR, Texas",1,29.4200763,-98.5721016
2017,"BLUE EARTH, Minnesota",10,43.6375818,-94.1023906
2017,"BOWIE, Texas",1,33.5589953,-97.8486457
2017,"BOX ELDER, Utah",1,41.5380087,-113.1918021
2017,"BRAZOS, Texas",1,30.6504141,-96.3226072
2017,"BROWN, Wisconsin",12,44.4561674,-87.9334803
2017,"CALEDONIA, Vermont",1,44.55051,-72.0481907
2017,"CALHOUN, Michigan",1,42.2073905,-85.023346
2017,"CAMDEN, Missouri",1,38.0322944,-92.6983868
2017,"CARVER, Minnesota",3,44.7633943,-93.6254404
2017,"CHAMBERS, Texas",4,29.7524956,-94.6863782
2017,"CHESTER, South Carolina",1,34.7048613,-81.2142561
2017,"CHITTENDEN, Vermont",2,43.7271064,-72.9428417
2017,"CLAIBORNE, Tennessee",1,36.4830423,-83.634843
2017,"CROCKETT, Tennessee",1,35.7812386,-89.1324866
2017,"CROW WING, Minnesota",1,46.2799671,-94.2924998
2017,"DANE, Wisconsin",3,43.2505472,-89.5015088
2017,"DOUGLAS, Colorado",1,39.2587106,-104.9388853
2017,"FRANKLIN, Kentucky",52,36.7187855,-86.5785573
2017,"GALLATIN, Montana",1,45.5388865,-111.1194231
2017,"GREENVILLE, South Carolina",20,34.8526176,-82.3940104
2017,"HARDEMAN, Tennessee",1,35.1229172,-89.0179332
2017,"HARRIS, Texas",25,29.7751825,-95.3102505
2017,"HENNEPIN, Minnesota",1,45.0208911,-93.5094574
2017,"HENRICO, Virginia",5,37.5059332,-77.3324425
2017,"HIDALGO, Texas",1,26.1003547,-98.2630684
2017,"HOPKINS, Texas",1,33.2282942,-95.4777811
2017,"HOUSTON, Minnesota",4,43.7632995,-91.5684764
2017,"INGHAM, Michigan",1,42.6468943,-84.3542049
2017,"JACKSON, Michigan",1,42.245869,-84.4013462
2017,"JEFFERSON, Colorado",3,39.377255,-105.8005988
2017,"JEFFERSON, Louisiana",51,29.9660371,-90.1531298
2017,"KALAMAZOO, Michigan",1,42.2917069,-85.5872286
2017,"KANKAKEE, Illinois",1,41.1200325,-87.8611531
2017,"KENT, Delaware",4,39.1440612,-75.4344727
2017,"KITSAP, Washington",1,47.6476607,-122.6412583
2017,"KNOX, Tennessee",1,35.9874629,-83.9419784
2017,"LAFAYETTE, Louisiana",1,30.2240897,-92.0198427
2017,"LARIMER, Colorado",1,40.6955572,-105.5943388
2017,"LENAWEE, Michigan",1,41.8433859,-84.0167423
2017,"MACKINAC, Michigan",1,45.8683129,-84.6275658
2017,"MADISON, Illinois",2,38.6825502,-90.1570536
2017,"MADISON, Tennessee",1,36.2562002,-86.7143516
2017,"MAURY, Tennessee",1,35.6195242,-87.1422895
2017,"MONROE, Tennessee",1,36.4370083,-85.2424622
2017,"MORTON, North Dakota",2,46.6683872,-101.1621736
2017,"NORFOLK, Massachusetts",2,42.1195426,-71.3250563
